assignment_id,project_id,employee_id,assigned_role,contribution_score,role,experience_years,skills,availability,category,start_date,end_date,complexity,required_skills,skill_match,xgb_clase,xgb_senior_match
A17138,P1607,1015,Shared Services Manager,82.0,Otro,6,"['Mantenimiento', 'JavaScript', 'Liderazgo']",Disponible,Finanzas,2022-02-16,2022-05-26,5,"['Análisis de Datos', 'Contabilidad', 'Forecasting', 'Excel']",0.0,1,0
A17139,P1607,2539,BI Developer,79.9,BI Developer,5,"['Forecasting', 'Rutas de Distribución', 'Liderazgo']",Disponible,Finanzas,2022-02-16,2022-05-26,5,"['Análisis de Datos', 'Contabilidad', 'Forecasting', 'Excel']",0.25,0,0
A17140,P1607,1024,Shared Services Manager,82.0,Otro,6,"['Redes', 'Sistemas Operativos', 'Presentaciones']",No disponible,Finanzas,2022-02-16,2022-05-26,5,"['Análisis de Datos', 'Contabilidad', 'Forecasting', 'Excel']",0.0,1,0
A17141,P1607,1909,Production Technician I,76.4,Production Technician I,3,"['Control de Calidad', 'Mantenimiento', 'Liderazgo']",Disponible,Finanzas,2022-02-16,2022-05-26,5,"['Análisis de Datos', 'Contabilidad', 'Forecasting', 'Excel']",0.0,0,0
A17142,P1607,1405,Production Technician II,80.6,Production Technician II,6,"['Seguridad Informática', 'Mantenimiento', 'Capacitación']",No disponible,Finanzas,2022-02-16,2022-05-26,5,"['Análisis de Datos', 'Contabilidad', 'Forecasting', 'Excel']",0.0,1,0
A17143,P1607,1645,Area Sales Manager,80.6,Area Sales Manager,3,"['Gestión de Inventario', 'SQL', 'Negociación']",No disponible,Finanzas,2022-02-16,2022-05-26,5,"['Análisis de Datos', 'Contabilidad', 'Forecasting', 'Excel']",0.0,1,0
A17144,P1607,2093,Production Technician II,80.6,Production Technician II,4,"['Control de Calidad', 'Power BI', 'Aprendizaje Rápido']",No disponible,Finanzas,2022-02-16,2022-05-26,5,"['Análisis de Datos', 'Contabilidad', 'Forecasting', 'Excel']",0.0,1,0
A17145,P1607,2751,Production Technician II,76.4,Production Technician II,6,"['Python', 'Mantenimiento', 'Trabajo en Equipo']",No disponible,Finanzas,2022-02-16,2022-05-26,5,"['Análisis de Datos', 'Contabilidad', 'Forecasting', 'Excel']",0.0,0,0
A17146,P1607,1664,Area Sales Manager,81.3,Area Sales Manager,3,"['HTML', 'Gestión de Inventario', 'Comunicación']",Disponible,Finanzas,2022-02-16,2022-05-26,5,"['Análisis de Datos', 'Contabilidad', 'Forecasting', 'Excel']",0.0,1,0
A17147,P1607,2241,IT Support,79.9,IT Support,3,"['Sistemas Operativos', 'SQL', 'Resolución de Conflictos']",Disponible,Finanzas,2022-02-16,2022-05-26,5,"['Análisis de Datos', 'Contabilidad', 'Forecasting', 'Excel']",0.0,0,0
A17148,P1607,2989,Production Technician I,78.5,Production Technician I,3,"['Mantenimiento', 'Calibración', 'Reclutamiento']",Disponible,Finanzas,2022-02-16,2022-05-26,5,"['Análisis de Datos', 'Contabilidad', 'Forecasting', 'Excel']",0.0,0,0
A17149,P1607,1182,Production Technician I,79.9,Production Technician I,4,"['Calibración', 'Mantenimiento', 'Análisis de Mercado']",No disponible,Finanzas,2022-02-16,2022-05-26,5,"['Análisis de Datos', 'Contabilidad', 'Forecasting', 'Excel']",0.0,0,0
A17150,P1607,1669,Sales Manager,80.6,Otro,4,"['ERP', 'Seguridad Informática', 'Responsabilidad']",Disponible,Finanzas,2022-02-16,2022-05-26,5,"['Análisis de Datos', 'Contabilidad', 'Forecasting', 'Excel']",0.0,1,0
A17151,P1607,2439,Production Manager,81.3,Production Manager,3,"['Mantenimiento', 'Python', 'Capacitación']",Disponible,Finanzas,2022-02-16,2022-05-26,5,"['Análisis de Datos', 'Contabilidad', 'Forecasting', 'Excel']",0.0,1,0
A17152,P1607,1700,Senior BI Developer,80.7,Otro,6,"['Excel', 'Control de Calidad', 'Reclutamiento']",Disponible,Finanzas,2022-02-16,2022-05-26,5,"['Análisis de Datos', 'Contabilidad', 'Forecasting', 'Excel']",0.25,1,0
A17153,P1607,3111,Production Technician I,79.2,Production Technician I,6,"['Calibración', 'Mantenimiento', 'Aprendizaje Rápido']",Disponible,Finanzas,2022-02-16,2022-05-26,5,"['Análisis de Datos', 'Contabilidad', 'Forecasting', 'Excel']",0.0,0,0
A17154,P1607,2857,Production Technician I,81.3,Production Technician I,5,"['Control de Calidad', 'Mantenimiento', 'Coaching']",No disponible,Finanzas,2022-02-16,2022-05-26,5,"['Análisis de Datos', 'Contabilidad', 'Forecasting', 'Excel']",0.0,1,0
A17155,P1607,1281,Production Technician I,79.2,Production Technician I,4,"['Mantenimiento', 'Calibración', 'Comunicación']",No disponible,Finanzas,2022-02-16,2022-05-26,5,"['Análisis de Datos', 'Contabilidad', 'Forecasting', 'Excel']",0.0,0,0
A17156,P1608,2228,IT Support,72.9,IT Support,6,"['Seguridad Informática', 'Python', 'Negociación']",No disponible,Finanzas,2024-03-25,2024-05-13,3,"['Forecasting', 'Análisis de Datos']",0.0,0,0
A17157,P1608,1617,Production Technician I,72.2,Production Technician I,2,"['Calibración', 'Mantenimiento', 'Liderazgo']",Disponible,Finanzas,2024-03-25,2024-05-13,3,"['Forecasting', 'Análisis de Datos']",0.0,0,0
A17158,P1608,2244,IT Manager - Support,68.7,Otro,2,"['Mantenimiento', 'Rutas de Distribución', 'Reclutamiento']",Disponible,Finanzas,2024-03-25,2024-05-13,3,"['Forecasting', 'Análisis de Datos']",0.0,0,0
A17159,P1608,3678,Production Technician I,62.4,Production Technician I,3,"['Control de Calidad', 'Mantenimiento', 'Resolución de Conflictos']",Disponible,Finanzas,2024-03-25,2024-05-13,3,"['Forecasting', 'Análisis de Datos']",0.0,0,0
A17160,P1608,2932,Production Technician I,63.8,Production Technician I,3,"['Calibración', 'Mantenimiento', 'Trabajo en Equipo']",No disponible,Finanzas,2024-03-25,2024-05-13,3,"['Forecasting', 'Análisis de Datos']",0.0,0,0
A17161,P1608,1544,Production Technician I,65.2,Production Technician I,4,"['Calibración', 'Mantenimiento', 'Capacitación']",No disponible,Finanzas,2024-03-25,2024-05-13,3,"['Forecasting', 'Análisis de Datos']",0.0,0,0
A17162,P1608,1838,Production Technician I,67.3,Production Technician I,5,"['Calibración', 'Mantenimiento', 'Coaching']",Disponible,Finanzas,2024-03-25,2024-05-13,3,"['Forecasting', 'Análisis de Datos']",0.0,0,0
A17163,P1608,2540,Software Engineering Manager,67.3,Otro,2,"['Logística', 'HTML', 'Presentaciones']",No disponible,Finanzas,2024-03-25,2024-05-13,3,"['Forecasting', 'Análisis de Datos']",0.0,0,0
A17164,P1609,1445,Production Technician I,77.1,Production Technician I,3,"['Calibración', 'Control de Calidad', 'Comunicación']",No disponible,Operaciones,2022-07-05,2022-08-16,3,"['Control de Calidad', 'Lean']",0.5,0,0
A17165,P1609,2149,Production Technician I,85.0,Production Technician I,3,"['Calibración', 'Control de Calidad', 'Comunicación']",No disponible,Operaciones,2022-07-05,2022-08-16,3,"['Control de Calidad', 'Lean']",0.5,1,0
A17166,P1609,1827,Production Technician I,82.0,Production Technician I,3,"['Calibración', 'Mantenimiento', 'Responsabilidad']",No disponible,Operaciones,2022-07-05,2022-08-16,3,"['Control de Calidad', 'Lean']",0.0,1,0
A17167,P1609,3293,Production Technician I,81.5,Production Technician I,3,"['Calibración', 'Control de Calidad', 'Resolución de Conflictos']",No disponible,Operaciones,2022-07-05,2022-08-16,3,"['Control de Calidad', 'Lean']",0.5,1,0
A17168,P1609,1830,Production Technician I,82.0,Production Technician I,6,"['Mantenimiento', 'Calibración', 'Adaptabilidad']",Disponible,Operaciones,2022-07-05,2022-08-16,3,"['Control de Calidad', 'Lean']",0.0,1,0
A17169,P1609,2547,Director of Sales,76.4,Otro,3,"['Calibración', 'Seguridad Informática', 'Responsabilidad']",Disponible,Operaciones,2022-07-05,2022-08-16,3,"['Control de Calidad', 'Lean']",0.0,0,0
A17170,P1610,1657,Sales Manager,62.4,Otro,5,"['JavaScript', 'Análisis de Datos', 'Análisis de Mercado']",Disponible,Finanzas,2023-01-25,2023-05-13,3,"['Power BI', 'Forecasting', 'Contabilidad']",0.0,0,0
A17171,P1610,3910,Sr. Network Engineer,75.8,Sr. Network Engineer,2,"['JavaScript', 'Power BI', 'Reclutamiento']",No disponible,Finanzas,2023-01-25,2023-05-13,3,"['Power BI', 'Forecasting', 'Contabilidad']",0.3333333333333333,0,0
A17172,P1610,1307,Production Technician I,62.4,Production Technician I,3,"['Mantenimiento', 'Calibración', 'Negociación']",No disponible,Finanzas,2023-01-25,2023-05-13,3,"['Power BI', 'Forecasting', 'Contabilidad']",0.0,0,0
A17173,P1610,3754,Production Technician I,63.8,Production Technician I,4,"['Control de Calidad', 'Calibración', 'Responsabilidad']",No disponible,Finanzas,2023-01-25,2023-05-13,3,"['Power BI', 'Forecasting', 'Contabilidad']",0.0,0,0
A17174,P1610,2334,Data Analyst,71.5,Data Analyst,3,"['Logística', 'Calibración', 'Negociación']",No disponible,Finanzas,2023-01-25,2023-05-13,3,"['Power BI', 'Forecasting', 'Contabilidad']",0.0,0,0
A17175,P1610,3955,Database Administrator,74.3,Otro,4,"['Mantenimiento', 'Análisis de Datos', 'Capacitación']",No disponible,Finanzas,2023-01-25,2023-05-13,3,"['Power BI', 'Forecasting', 'Contabilidad']",0.0,0,0
A17176,P1610,1452,Production Technician II,69.4,Production Technician II,5,"['Calibración', 'HTML', 'Coaching']",Disponible,Finanzas,2023-01-25,2023-05-13,3,"['Power BI', 'Forecasting', 'Contabilidad']",0.0,0,0
A17177,P1610,2177,Production Technician I,68.0,Production Technician I,4,"['Calibración', 'Mantenimiento', 'Comunicación']",Disponible,Finanzas,2023-01-25,2023-05-13,3,"['Power BI', 'Forecasting', 'Contabilidad']",0.0,0,0
A17178,P1610,2141,Production Technician II,82.6,Production Technician II,6,"['Power BI', 'Contabilidad', 'Adaptabilidad']",No disponible,Finanzas,2023-01-25,2023-05-13,3,"['Power BI', 'Forecasting', 'Contabilidad']",0.6666666666666666,1,0
A17179,P1610,3777,Production Technician I,73.6,Production Technician I,3,"['Control de Calidad', 'Mantenimiento', 'Reclutamiento']",Disponible,Finanzas,2023-01-25,2023-05-13,3,"['Power BI', 'Forecasting', 'Contabilidad']",0.0,0,0
A17180,P1611,3575,Production Technician I,62.6,Production Technician I,3,"['Control de Calidad', 'Calibración', 'Liderazgo']",No disponible,Operaciones,2023-06-10,2023-08-12,3,"['Control de Calidad', 'Gestión de Proyectos', 'Lean']",0.3333333333333333,0,0
A17181,P1611,1274,Production Manager,43.5,Production Manager,2,"['Sistemas Operativos', 'Análisis de Datos', 'Análisis de Mercado']",Disponible,Operaciones,2023-06-10,2023-08-12,3,"['Control de Calidad', 'Gestión de Proyectos', 'Lean']",0.0,0,0
A17182,P1611,3931,Network Engineer,56.1,Network Engineer,3,"['Rutas de Distribución', 'Seguridad Informática', 'Trabajo en Equipo']",Disponible,Operaciones,2023-06-10,2023-08-12,3,"['Control de Calidad', 'Gestión de Proyectos', 'Lean']",0.0,0,0
A17183,P1611,2203,Production Technician I,49.0,Production Technician I,4,"['Calibración', 'Control de Calidad', 'Presentaciones']",No disponible,Operaciones,2023-06-10,2023-08-12,3,"['Control de Calidad', 'Gestión de Proyectos', 'Lean']",0.3333333333333333,0,0
A17184,P1611,1669,Sales Manager,58.9,Otro,4,"['ERP', 'Seguridad Informática', 'Responsabilidad']",Disponible,Operaciones,2023-06-10,2023-08-12,3,"['Control de Calidad', 'Gestión de Proyectos', 'Lean']",0.0,0,0
A17185,P1611,3100,Production Technician I,42.1,Production Technician I,4,"['Calibración', 'Mantenimiento', 'Liderazgo']",No disponible,Operaciones,2023-06-10,2023-08-12,3,"['Control de Calidad', 'Gestión de Proyectos', 'Lean']",0.0,0,0
A17186,P1611,1600,Production Technician II,61.5,Production Technician II,6,"['Control de Calidad', 'Sistemas Operativos', 'Comunicación']",Disponible,Operaciones,2023-06-10,2023-08-12,3,"['Control de Calidad', 'Gestión de Proyectos', 'Lean']",0.3333333333333333,0,0
A17187,P1611,3330,Production Technician I,54.8,Production Technician I,4,"['Control de Calidad', 'Mantenimiento', 'Reclutamiento']",Disponible,Operaciones,2023-06-10,2023-08-12,3,"['Control de Calidad', 'Gestión de Proyectos', 'Lean']",0.3333333333333333,0,0
A17188,P1611,2246,IT Manager - DB,42.8,Otro,4,"['Planificación', 'JavaScript', 'Liderazgo']",No disponible,Operaciones,2023-06-10,2023-08-12,3,"['Control de Calidad', 'Gestión de Proyectos', 'Lean']",0.0,0,0
A17189,P1611,1130,Production Technician I,52.7,Production Technician I,4,"['Control de Calidad', 'Calibración', 'Comunicación']",Disponible,Operaciones,2023-06-10,2023-08-12,3,"['Control de Calidad', 'Gestión de Proyectos', 'Lean']",0.3333333333333333,0,0
A17190,P1611,3127,Production Technician I,42.8,Production Technician I,2,"['Calibración', 'Mantenimiento', 'Análisis de Mercado']",No disponible,Operaciones,2023-06-10,2023-08-12,3,"['Control de Calidad', 'Gestión de Proyectos', 'Lean']",0.0,0,0
A17191,P1611,3287,Production Technician I,54.0,Production Technician I,4,"['Mantenimiento', 'Calibración', 'Resolución de Conflictos']",Disponible,Operaciones,2023-06-10,2023-08-12,3,"['Control de Calidad', 'Gestión de Proyectos', 'Lean']",0.0,0,0
A17192,P1612,2228,IT Support,70.1,IT Support,6,"['Seguridad Informática', 'Python', 'Negociación']",No disponible,Ventas,2023-10-24,2024-03-16,4,['Ventas'],0.0,0,0
A17193,P1612,1617,Production Technician I,63.1,Production Technician I,2,"['Calibración', 'Mantenimiento', 'Liderazgo']",Disponible,Ventas,2023-10-24,2024-03-16,4,['Ventas'],0.0,0,0
A17194,P1612,2244,IT Manager - Support,68.7,Otro,2,"['Mantenimiento', 'Rutas de Distribución', 'Reclutamiento']",Disponible,Ventas,2023-10-24,2024-03-16,4,['Ventas'],0.0,0,0
A17195,P1612,3678,Production Technician I,64.5,Production Technician I,3,"['Control de Calidad', 'Mantenimiento', 'Resolución de Conflictos']",Disponible,Ventas,2023-10-24,2024-03-16,4,['Ventas'],0.0,0,0
A17196,P1612,2932,Production Technician I,73.6,Production Technician I,3,"['Calibración', 'Mantenimiento', 'Trabajo en Equipo']",No disponible,Ventas,2023-10-24,2024-03-16,4,['Ventas'],0.0,0,0
A17197,P1612,1544,Production Technician I,67.3,Production Technician I,4,"['Calibración', 'Mantenimiento', 'Capacitación']",No disponible,Ventas,2023-10-24,2024-03-16,4,['Ventas'],0.0,0,0
A17198,P1612,1838,Production Technician I,61.0,Production Technician I,5,"['Calibración', 'Mantenimiento', 'Coaching']",Disponible,Ventas,2023-10-24,2024-03-16,4,['Ventas'],0.0,0,0
A17199,P1612,2540,Software Engineering Manager,71.5,Otro,2,"['Logística', 'HTML', 'Presentaciones']",No disponible,Ventas,2023-10-24,2024-03-16,4,['Ventas'],0.0,0,0
A17200,P1612,3835,IT Support,63.1,IT Support,6,"['SQL', 'Seguridad Informática', 'Adaptabilidad']",No disponible,Ventas,2023-10-24,2024-03-16,4,['Ventas'],0.0,0,0
A17201,P1612,3006,Production Technician II,66.6,Production Technician II,2,"['Sistemas Operativos', 'Planificación', 'Capacitación']",Disponible,Ventas,2023-10-24,2024-03-16,4,['Ventas'],0.0,0,0
A17202,P1612,2681,Area Sales Manager,72.9,Area Sales Manager,4,"['Seguridad Informática', 'Análisis de Datos', 'Análisis de Mercado']",No disponible,Ventas,2023-10-24,2024-03-16,4,['Ventas'],0.0,0,0
A17203,P1612,3479,Area Sales Manager,72.2,Area Sales Manager,2,"['Control de Calidad', 'Calibración', 'Comunicación']",No disponible,Ventas,2023-10-24,2024-03-16,4,['Ventas'],0.0,0,0
A17204,P1612,1071,Software Engineer,70.8,Software Engineer,5,"['Calibración', 'Logística', 'Adaptabilidad']",No disponible,Ventas,2023-10-24,2024-03-16,4,['Ventas'],0.0,0,0
A17205,P1612,2190,Production Technician II,73.6,Production Technician II,1,"['Análisis de Datos', 'HTML', 'Trabajo en Equipo']",No disponible,Ventas,2023-10-24,2024-03-16,4,['Ventas'],0.0,0,0
A17206,P1613,2228,IT Support,65.2,IT Support,6,"['Seguridad Informática', 'Python', 'Negociación']",No disponible,Ventas,2024-03-27,2024-06-23,3,"['Ventas', 'Presentaciones']",0.0,0,0
A17207,P1613,1617,Production Technician I,72.9,Production Technician I,2,"['Calibración', 'Mantenimiento', 'Liderazgo']",Disponible,Ventas,2024-03-27,2024-06-23,3,"['Ventas', 'Presentaciones']",0.0,0,0
A17208,P1613,2244,IT Manager - Support,64.5,Otro,2,"['Mantenimiento', 'Rutas de Distribución', 'Reclutamiento']",Disponible,Ventas,2024-03-27,2024-06-23,3,"['Ventas', 'Presentaciones']",0.0,0,0
A17209,P1613,3678,Production Technician I,73.6,Production Technician I,3,"['Control de Calidad', 'Mantenimiento', 'Resolución de Conflictos']",Disponible,Ventas,2024-03-27,2024-06-23,3,"['Ventas', 'Presentaciones']",0.0,0,0
A17210,P1613,2932,Production Technician I,75.0,Production Technician I,3,"['Calibración', 'Mantenimiento', 'Trabajo en Equipo']",No disponible,Ventas,2024-03-27,2024-06-23,3,"['Ventas', 'Presentaciones']",0.0,0,0
A17211,P1613,1544,Production Technician I,68.7,Production Technician I,4,"['Calibración', 'Mantenimiento', 'Capacitación']",No disponible,Ventas,2024-03-27,2024-06-23,3,"['Ventas', 'Presentaciones']",0.0,0,0
A17212,P1613,1838,Production Technician I,62.4,Production Technician I,5,"['Calibración', 'Mantenimiento', 'Coaching']",Disponible,Ventas,2024-03-27,2024-06-23,3,"['Ventas', 'Presentaciones']",0.0,0,0
A17213,P1613,2540,Software Engineering Manager,61.0,Otro,2,"['Logística', 'HTML', 'Presentaciones']",No disponible,Ventas,2024-03-27,2024-06-23,3,"['Ventas', 'Presentaciones']",0.5,0,0
A17214,P1613,3835,IT Support,63.8,IT Support,6,"['SQL', 'Seguridad Informática', 'Adaptabilidad']",No disponible,Ventas,2024-03-27,2024-06-23,3,"['Ventas', 'Presentaciones']",0.0,0,0
A17215,P1613,3006,Production Technician II,61.0,Production Technician II,2,"['Sistemas Operativos', 'Planificación', 'Capacitación']",Disponible,Ventas,2024-03-27,2024-06-23,3,"['Ventas', 'Presentaciones']",0.0,0,0
A17216,P1613,2681,Area Sales Manager,65.9,Area Sales Manager,4,"['Seguridad Informática', 'Análisis de Datos', 'Análisis de Mercado']",No disponible,Ventas,2024-03-27,2024-06-23,3,"['Ventas', 'Presentaciones']",0.0,0,0
A17217,P1613,3479,Area Sales Manager,65.2,Area Sales Manager,2,"['Control de Calidad', 'Calibración', 'Comunicación']",No disponible,Ventas,2024-03-27,2024-06-23,3,"['Ventas', 'Presentaciones']",0.0,0,0
A17218,P1613,1071,Software Engineer,70.8,Software Engineer,5,"['Calibración', 'Logística', 'Adaptabilidad']",No disponible,Ventas,2024-03-27,2024-06-23,3,"['Ventas', 'Presentaciones']",0.0,0,0
A17219,P1613,2190,Production Technician II,68.0,Production Technician II,1,"['Análisis de Datos', 'HTML', 'Trabajo en Equipo']",No disponible,Ventas,2024-03-27,2024-06-23,3,"['Ventas', 'Presentaciones']",0.0,0,0
A17220,P1613,3203,Production Technician I,72.9,Production Technician I,3,"['Calibración', 'Mantenimiento', 'Liderazgo']",No disponible,Ventas,2024-03-27,2024-06-23,3,"['Ventas', 'Presentaciones']",0.0,0,0
A17221,P1614,2228,IT Support,70.1,IT Support,6,"['Seguridad Informática', 'Python', 'Negociación']",No disponible,Recursos Humanos,2024-01-14,2024-03-08,3,['Capacitación'],0.0,0,0
A17222,P1614,1617,Production Technician I,66.6,Production Technician I,2,"['Calibración', 'Mantenimiento', 'Liderazgo']",Disponible,Recursos Humanos,2024-01-14,2024-03-08,3,['Capacitación'],0.0,0,0
A17223,P1614,2244,IT Manager - Support,63.8,Otro,2,"['Mantenimiento', 'Rutas de Distribución', 'Reclutamiento']",Disponible,Recursos Humanos,2024-01-14,2024-03-08,3,['Capacitación'],0.0,0,0
A17224,P1614,3678,Production Technician I,63.1,Production Technician I,3,"['Control de Calidad', 'Mantenimiento', 'Resolución de Conflictos']",Disponible,Recursos Humanos,2024-01-14,2024-03-08,3,['Capacitación'],0.0,0,0
A17225,P1614,2932,Production Technician I,68.7,Production Technician I,3,"['Calibración', 'Mantenimiento', 'Trabajo en Equipo']",No disponible,Recursos Humanos,2024-01-14,2024-03-08,3,['Capacitación'],0.0,0,0
A17226,P1614,1544,Production Technician I,61.0,Production Technician I,4,"['Calibración', 'Mantenimiento', 'Capacitación']",No disponible,Recursos Humanos,2024-01-14,2024-03-08,3,['Capacitación'],1.0,0,0
A17227,P1614,1838,Production Technician I,69.4,Production Technician I,5,"['Calibración', 'Mantenimiento', 'Coaching']",Disponible,Recursos Humanos,2024-01-14,2024-03-08,3,['Capacitación'],0.0,0,0
A17228,P1614,2540,Software Engineering Manager,61.0,Otro,2,"['Logística', 'HTML', 'Presentaciones']",No disponible,Recursos Humanos,2024-01-14,2024-03-08,3,['Capacitación'],0.0,0,0
A17229,P1614,3835,IT Support,62.4,IT Support,6,"['SQL', 'Seguridad Informática', 'Adaptabilidad']",No disponible,Recursos Humanos,2024-01-14,2024-03-08,3,['Capacitación'],0.0,0,0
A17230,P1614,3006,Production Technician II,65.9,Production Technician II,2,"['Sistemas Operativos', 'Planificación', 'Capacitación']",Disponible,Recursos Humanos,2024-01-14,2024-03-08,3,['Capacitación'],1.0,0,0
A17231,P1614,2681,Area Sales Manager,72.9,Area Sales Manager,4,"['Seguridad Informática', 'Análisis de Datos', 'Análisis de Mercado']",No disponible,Recursos Humanos,2024-01-14,2024-03-08,3,['Capacitación'],0.0,0,0
A17232,P1614,3479,Area Sales Manager,71.5,Area Sales Manager,2,"['Control de Calidad', 'Calibración', 'Comunicación']",No disponible,Recursos Humanos,2024-01-14,2024-03-08,3,['Capacitación'],0.0,0,0
A17233,P1615,3413,Production Technician II,74.3,Production Technician II,5,"['Gestión de Inventario', 'Rutas de Distribución', 'Coaching']",Disponible,Operaciones,2023-03-03,2023-04-18,4,"['Logística', 'Control de Calidad', 'Lean', 'Gestión de Proyectos', 'Inventario']",0.0,0,0
A17234,P1615,2510,Software Engineer,74.3,Software Engineer,5,"['Redes', 'Contabilidad', 'Presentaciones']",No disponible,Operaciones,2023-03-03,2023-04-18,4,"['Logística', 'Control de Calidad', 'Lean', 'Gestión de Proyectos', 'Inventario']",0.0,0,0
A17235,P1615,1813,Production Technician I,73.4,Production Technician I,4,"['Mantenimiento', 'Control de Calidad', 'Responsabilidad']",Disponible,Operaciones,2023-03-03,2023-04-18,4,"['Logística', 'Control de Calidad', 'Lean', 'Gestión de Proyectos', 'Inventario']",0.2,0,0
A17236,P1615,2022,Production Technician II,61.7,Production Technician II,5,"['Calibración', 'Forecasting', 'Aprendizaje Rápido']",Disponible,Operaciones,2023-03-03,2023-04-18,4,"['Logística', 'Control de Calidad', 'Lean', 'Gestión de Proyectos', 'Inventario']",0.0,0,0
A17237,P1615,3163,Production Technician I,73.8,Production Technician I,5,"['Mantenimiento', 'Control de Calidad', 'Negociación']",Disponible,Operaciones,2023-03-03,2023-04-18,4,"['Logística', 'Control de Calidad', 'Lean', 'Gestión de Proyectos', 'Inventario']",0.2,0,0
A17238,P1615,2197,Production Technician I,67.3,Production Technician I,6,"['Calibración', 'Mantenimiento', 'Análisis de Mercado']",No disponible,Operaciones,2023-03-03,2023-04-18,4,"['Logística', 'Control de Calidad', 'Lean', 'Gestión de Proyectos', 'Inventario']",0.0,0,0
A17239,P1615,2451,Production Manager,65.2,Production Manager,4,"['Calibración', 'Excel', 'Negociación']",Disponible,Operaciones,2023-03-03,2023-04-18,4,"['Logística', 'Control de Calidad', 'Lean', 'Gestión de Proyectos', 'Inventario']",0.0,0,0
A17240,P1615,2218,IT Manager - DB,67.3,Otro,5,"['Gestión de Inventario', 'Sistemas Operativos', 'Liderazgo']",No disponible,Operaciones,2023-03-03,2023-04-18,4,"['Logística', 'Control de Calidad', 'Lean', 'Gestión de Proyectos', 'Inventario']",0.0,0,0
A17241,P1615,1433,Production Technician I,73.6,Production Technician I,3,"['Calibración', 'Mantenimiento', 'Presentaciones']",No disponible,Operaciones,2023-03-03,2023-04-18,4,"['Logística', 'Control de Calidad', 'Lean', 'Gestión de Proyectos', 'Inventario']",0.0,0,0
A17242,P1615,2147,Production Technician I,75.3,Production Technician I,4,"['Mantenimiento', 'Control de Calidad', 'Resolución de Conflictos']",No disponible,Operaciones,2023-03-03,2023-04-18,4,"['Logística', 'Control de Calidad', 'Lean', 'Gestión de Proyectos', 'Inventario']",0.2,0,0
A17243,P1616,1861,Production Technician I,66.6,Production Technician I,4,"['Mantenimiento', 'Calibración', 'Responsabilidad']",Disponible,Recursos Humanos,2022-07-11,2022-08-24,2,"['Comunicación', 'Liderazgo', 'Capacitación', 'Coaching']",0.0,0,0
A17244,P1616,2473,Production Manager,72.2,Production Manager,3,"['Seguridad Informática', 'Análisis de Datos', 'Resolución de Conflictos']",No disponible,Recursos Humanos,2022-07-11,2022-08-24,2,"['Comunicación', 'Liderazgo', 'Capacitación', 'Coaching']",0.0,0,0
A17245,P1616,2446,Production Manager,66.6,Production Manager,3,"['Excel', 'ERP', 'Adaptabilidad']",No disponible,Recursos Humanos,2022-07-11,2022-08-24,2,"['Comunicación', 'Liderazgo', 'Capacitación', 'Coaching']",0.0,0,0
A17246,P1616,2924,Production Technician I,66.6,Production Technician I,3,"['Mantenimiento', 'Control de Calidad', 'Negociación']",No disponible,Recursos Humanos,2022-07-11,2022-08-24,2,"['Comunicación', 'Liderazgo', 'Capacitación', 'Coaching']",0.0,0,0
A17247,P1616,2189,Production Technician II,63.8,Production Technician II,5,"['Sistemas Operativos', 'Redes', 'Comunicación']",Disponible,Recursos Humanos,2022-07-11,2022-08-24,2,"['Comunicación', 'Liderazgo', 'Capacitación', 'Coaching']",0.25,0,0
A17248,P1616,3701,Production Technician I,65.2,Production Technician I,5,"['Control de Calidad', 'Mantenimiento', 'Coaching']",Disponible,Recursos Humanos,2022-07-11,2022-08-24,2,"['Comunicación', 'Liderazgo', 'Capacitación', 'Coaching']",0.25,0,0
A17249,P1616,3067,Production Technician I,68.0,Production Technician I,5,"['Control de Calidad', 'Calibración', 'Comunicación']",Disponible,Recursos Humanos,2022-07-11,2022-08-24,2,"['Comunicación', 'Liderazgo', 'Capacitación', 'Coaching']",0.25,0,0
A17250,P1616,3742,Production Technician II,65.9,Production Technician II,3,"['Planificación', 'Contabilidad', 'Resolución de Conflictos']",No disponible,Recursos Humanos,2022-07-11,2022-08-24,2,"['Comunicación', 'Liderazgo', 'Capacitación', 'Coaching']",0.0,0,0
A17251,P1617,2228,IT Support,56.8,IT Support,6,"['Seguridad Informática', 'Python', 'Negociación']",No disponible,Tecnología,2024-03-16,2024-04-19,2,"['SQL', 'HTML']",0.0,0,0
A17252,P1617,1617,Production Technician I,49.1,Production Technician I,2,"['Calibración', 'Mantenimiento', 'Liderazgo']",Disponible,Tecnología,2024-03-16,2024-04-19,2,"['SQL', 'HTML']",0.0,0,0
A17253,P1617,2244,IT Manager - Support,40.7,Otro,2,"['Mantenimiento', 'Rutas de Distribución', 'Reclutamiento']",Disponible,Tecnología,2024-03-16,2024-04-19,2,"['SQL', 'HTML']",0.0,0,0
A17254,P1617,3678,Production Technician I,46.3,Production Technician I,3,"['Control de Calidad', 'Mantenimiento', 'Resolución de Conflictos']",Disponible,Tecnología,2024-03-16,2024-04-19,2,"['SQL', 'HTML']",0.0,0,0
A17255,P1618,3000,Production Technician I,75.0,Production Technician I,2,"['Calibración', 'Control de Calidad', 'Resolución de Conflictos']",Disponible,Tecnología,2022-11-15,2023-02-05,5,"['SQL', 'Java', 'JavaScript', 'HTML', 'Python']",0.0,0,0
